ft,bt,km,transmission,oem,modelYear,price,Insurance Validity,Seats,Ownership,Engine Displacement,Mileage,Max Power,City,Car age
Petrol,Hatchback,46931,Manual,HYUNDAI,2012,265000,Comprehensive,5 Seats,Second Owner,814,21.1,55.2,Chennai,13
Petrol,Hatchback,60000,Manual,VOLKSWAGEN,2014,490000,Comprehensive,5 Seats,First Owner,1198,16.47,73.9,Chennai,11
Petrol,SUV,45787,Manual,KIA,2020,1590000,Third Party,5 Seats,First Owner,1353,16.5,138.08,Chennai,5
Petrol,Sedan,80000,Manual,TATA,2009,114000,Third Party,5 Seats,Second Owner,1396,14.4,65,Chennai,16
Diesel,Sedan,44000,Manual,HONDA,2014,475000,Comprehensive,5 Seats,First Owner,1498,25.8,98.6,Chennai,11
Petrol,Sedan,4786,Automatic,HONDA,2020,973000,Third Party,5 Seats,First Owner,1199,18.3,88.76,Chennai,5
Petrol,Hatchback,39024,Manual,HYUNDAI,2018,630000,Comprehensive,5 Seats,First Owner,1197,18.6,81.83,Chennai,7
Petrol,Sedan,6000,Automatic,BMW,2022,5850000,Comprehensive,5 Seats,First Owner,1998,15.3,254.79,Chennai,3
Petrol,Hatchback,40000,Manual,TATA,2014,150000,Third Party,4 Seats,First Owner,624,25.4,37.5,Chennai,11
Petrol,SUV,114386,Manual,HYUNDAI,2018,827000,Third Party,5 Seats,First Owner,1591,15.8,121.3,Chennai,7
Petrol,MUV,27369,Manual,RENAULT,2022,715000,Third Party,7 Seats,First Owner,999,20,71.01,Chennai,3
Diesel,MUV,58000,Manual,TOYOTA,2019,2100000,Comprehensive,7 Seats,First Owner,2393,13.68,147.51,Chennai,6
Petrol,Hatchback,16561,Manual,HYUNDAI,2019,569000,Comprehensive,5 Seats,Second Owner,1197,18.9,81.86,Chennai,6
Petrol,Hatchback,23328,Manual,RENAULT,2021,490000,Comprehensive,5 Seats,First Owner,999,21.74,67,Chennai,4
Petrol,Hatchback,16473,Manual,MARUTI,2020,485000,Comprehensive,5 Seats,First Owner,998,21.7,65.71,Chennai,5
Petrol,Hatchback,46375,Manual,HONDA,2017,452000,Third Party,5 Seats,Second Owner,1198,18.5,86.8,Chennai,8
Petrol,Hatchback,16473,Manual,MARUTI,2020,485000,Comprehensive,5 Seats,First Owner,998,21.7,65.71,Chennai,5
Petrol,Hatchback,91799,Automatic,MARUTI,2017,622000,Comprehensive,5 Seats,First Owner,1197,21.4,83.1,Chennai,8
Petrol,Hatchback,38919,Manual,HYUNDAI,2016,554000,Comprehensive,5 Seats,Third Owner,1197,18.6,81.83,Chennai,9
Petrol,Hatchback,70235,Manual,MARUTI,2016,375000,Comprehensive,5 Seats,First Owner,998,18.9,67.1,Chennai,9
Petrol,Sedan,3989,Automatic,HONDA,2020,967000,Third Party,5 Seats,First Owner,1199,18.3,88.76,Chennai,5
Diesel,Sedan,91773,Manual,HONDA,2015,475000,Comprehensive,5 Seats,First Owner,1498,24.7,98.63,Chennai,10
Petrol,Hatchback,60000,Manual,MARUTI,2019,320000,Third Party,5 Seats,Second Owner,796,22.05,47.33,Chennai,6
Petrol,Sedan,28906,Manual,HONDA,2018,695000,Comprehensive,5 Seats,First Owner,1199,18.6,88.76,Chennai,7
Diesel,Hatchback,150000,Manual,MARUTI,2016,350000,Third Party,5 Seats,First Owner,793,27.62,47,Chennai,9
Petrol,Hatchback,70000,Manual,HYUNDAI,2009,250000,Third Party,5 Seats,Third Owner,1197,17,78.9,Chennai,16
Diesel,SUV,70000,Manual,MAHINDRA,2017,1250000,Comprehensive,7 Seats,First Owner,2179,16,140,Chennai,8
Petrol,Hatchback,43428,Manual,MARUTI,2014,260000,Third Party,5 Seats,First Owner,796,22.74,47.3,Chennai,11
Diesel,Hatchback,67000,Manual,CHEVROLET,2013,285000,Comprehensive,5 Seats,First Owner,936,25.44,57.6,Chennai,12
Petrol,Hatchback,70528,Automatic,MARUTI,2017,616000,Comprehensive,5 Seats,First Owner,1197,21.4,83.1,Chennai,8
Petrol,Hatchback,35413,Manual,HYUNDAI,2016,594000,Third Party,5 Seats,First Owner,1197,18.6,81.83,Chennai,9
Petrol,Hatchback,40000,Manual,MARUTI,2018,320000,Third Party,5 Seats,Second Owner,796,24.7,47.3,Chennai,7
Petrol,Hatchback,66285,Automatic,HONDA,2017,647000,Third Party,5 Seats,First Owner,1199,19,88.7,Chennai,8
Petrol,SUV,83129,Automatic,KIA,2019,1400000,Zero Dep,5 Seats,First Owner,1353,16.5,138.08,Chennai,6
Petrol,Sedan,87055,Manual,HONDA,2016,600000,Comprehensive,5 Seats,First Owner,1497,17.4,117.6,Chennai,9
Petrol,Hatchback,37218,Manual,HYUNDAI,2019,505000,Third Party,5 Seats,Second Owner,1197,18.9,81.86,Chennai,6
Petrol,SUV,60000,Manual,HYUNDAI,2019,900000,Third Party,5 Seats,First Owner,998,18.27,118.35,Chennai,6
Petrol,Hatchback,33640,Manual,HYUNDAI,2019,730000,Third Party,5 Seats,First Owner,1197,18.6,81.86,Chennai,6
Petrol,Hatchback,23608,Manual,FORD,2020,648000,Comprehensive,5 Seats,First Owner,1194,18.5,94.93,Chennai,5
Petrol,Hatchback,22353,Manual,HYUNDAI,2013,435000,Comprehensive,5 Seats,First Owner,1197,18.5,82.85,Chennai,12
Diesel,Sedan,120000,Automatic,SKODA,2017,900000,Third Party,5 Seats,First Owner,1498,21.72,108.6,Chennai,8
Petrol,Sedan,54241,Manual,HONDA,2018,740000,Comprehensive,5 Seats,First Owner,1497,17.4,117.3,Chennai,7
Petrol,Hatchback,86173,Manual,MARUTI,2012,320000,Third Party,5 Seats,First Owner,998,21.79,67.05,Chennai,13
Petrol,Hatchback,91143,Manual,HYUNDAI,2011,295000,Comprehensive,5 Seats,First Owner,1197,20.36,78.9,Chennai,14
Diesel,SUV,36000,Manual,MAHINDRA,2016,790000,Comprehensive,7 Seats,First Owner,1493,18.49,100,Chennai,9
Petrol,Sedan,108818,Manual,HONDA,2015,530000,Third Party,5 Seats,First Owner,1497,17.4,117.3,Chennai,10
Diesel,Hatchback,120000,Manual,VOLKSWAGEN,2011,315000,Third Party,5 Seats,Second Owner,1199,22.07,73.9,Chennai,14
Diesel,Sedan,107000,Automatic,MERCEDES-BENZ,2008,850000,Comprehensive,5 Seats,Second Owner,2143,14.84,170,Chennai,17
Petrol,Sedan,90530,Manual,HONDA,2014,570000,Comprehensive,5 Seats,First Owner,1497,17,116.37,Chennai,11
Petrol,Hatchback,77957,Manual,HYUNDAI,2016,576000,Comprehensive,5 Seats,First Owner,1197,18.6,81.83,Chennai,9
Petrol,SUV,81394,Manual,HYUNDAI,2017,842000,Third Party,5 Seats,Second Owner,1591,13,121.3,Chennai,8
Petrol,Sedan,64341,Manual,MARUTI,2017,675000,Third Party,5 Seats,First Owner,1373,20.73,91.1,Chennai,8
Petrol,Hatchback,33407,Manual,HYUNDAI,2017,518000,Comprehensive,5 Seats,First Owner,1197,18.9,81.86,Chennai,8
Petrol,Hatchback,14811,Manual,DATSUN,2021,397000,Comprehensive,5 Seats,First Owner,799,20.71,53.64,Chennai,4
Petrol,Sedan,37000,Manual,SKODA,2017,775000,Comprehensive,5 Seats,First Owner,1598,14.3,103.2,Chennai,8
Diesel,SUV,49326,Manual,JEEP,2017,1166000,Third Party,5 Seats,Second Owner,1956,17.1,170,Chennai,8
Petrol,Sedan,120000,Manual,HONDA,2009,450000,Third Party,5 Seats,Third Owner,2354,9.8,180,Chennai,16
Petrol,Hatchback,4939,Automatic,TATA,2022,732000,Zero Dep,5 Seats,First Owner,1199,20.09,84.48,Chennai,3
Petrol,SUV,82620,Automatic,FORD,2014,577000,Comprehensive,5 Seats,First Owner,1499,16.5,110,Chennai,11
Petrol,Sedan,60000,Manual,SKODA,2009,600000,Third Party,5 Seats,Second Owner,1798,13.14,160,Chennai,16
Diesel,Hatchback,86857,Manual,VOLKSWAGEN,2015,510000,Third Party,5 Seats,First Owner,1498,20.14,88.8,Chennai,10
Diesel,Sedan,70000,Automatic,MERCEDES-BENZ,2010,900000,Third Party,5 Seats,Third Owner,2143,14.84,170,Chennai,15
Diesel,SUV,120000,Automatic,AUDI,2012,1500000,Third Party,7 Seats,Second Owner,2967,11.33,335.2,Chennai,13
Petrol,Hatchback,14483,Automatic,MARUTI,2022,625000,Third Party,5 Seats,First Owner,998,25.19,65.71,Chennai,3
Diesel,SUV,19000,Manual,HYUNDAI,2022,1275000,Comprehensive,5 Seats,First Owner,1493,18.89352172,113.98,Chennai,3
Petrol,Hatchback,36202,Manual,FORD,2016,395000,Comprehensive,5 Seats,First Owner,1196,18.16,86.8,Chennai,9
Petrol,MUV,30000,Manual,DATSUN,2017,320000,Third Party,7 Seats,First Owner,1198,19.44,67,Chennai,8
Diesel,Hatchback,70000,Manual,FORD,2017,450000,Third Party,5 Seats,First Owner,1498,24.29,99,Chennai,8
Petrol,SUV,20000,Manual,HYUNDAI,2022,1085000,Third Party,5 Seats,First Owner,998,21.29357679,118.41,Chennai,3
Petrol,Hatchback,24077,Manual,DATSUN,2021,400000,Comprehensive,5 Seats,First Owner,799,20.71,53.64,Chennai,4
Diesel,Sedan,81985,Manual,MARUTI,2012,485000,Comprehensive,5 Seats,First Owner,1248,19.3,73.9,Chennai,13
Petrol,MUV,30000,Automatic,MARUTI,2020,985000,Third Party,7 Seats,Second Owner,1462,17.99,103.26,Chennai,5
Petrol,Sedan,91841,Manual,HONDA,2017,681000,Third Party,5 Seats,First Owner,1497,17.8,117.3,Chennai,8
Petrol,SUV,64961,Automatic,FORD,2016,621000,Third Party,5 Seats,Third Owner,1499,15.63,110.4,Chennai,9
Petrol,Hatchback,20950,Automatic,MARUTI,2018,410000,Comprehensive,5 Seats,First Owner,998,23.95,67.05,Chennai,7
Petrol,Hatchback,94348,Manual,HYUNDAI,2016,505000,Comprehensive,5 Seats,Second Owner,1197,18.6,81.83,Chennai,9
Diesel,SUV,32000,Manual,HYUNDAI,2022,1290000,Comprehensive,5 Seats,First Owner,1493,18.89352172,113.45,Chennai,3
Petrol,Hatchback,51744,Manual,HYUNDAI,2019,708000,Third Party,5 Seats,First Owner,1197,18.6,81.86,Chennai,6
Diesel,SUV,81152,Automatic,MAHINDRA,2020,1734000,Comprehensive,7 Seats,Second Owner,2179,15.1,152.87,Chennai,5
Petrol,Sedan,19516,Manual,HONDA,2018,650000,Comprehensive,5 Seats,First Owner,1199,18.6,88.76,Chennai,7
Petrol,Hatchback,29093,Manual,MARUTI,2021,760000,Comprehensive,5 Seats,First Owner,1197,18.6,85.8,Chennai,4
Diesel,Sedan,54408,Automatic,HONDA,2018,785000,Third Party,5 Seats,First Owner,1498,23.8,78.9,Chennai,7
Petrol,Hatchback,16000,Manual,MARUTI,2019,745000,Comprehensive,5 Seats,First Owner,1197,21.01,81.8,Chennai,6
Diesel,SUV,100000,Automatic,FORD,2018,2000000,Third Party,7 Seats,First Owner,2198,12.62,158,Chennai,7
Petrol,Hatchback,56876,Manual,DATSUN,2016,270000,Comprehensive,5 Seats,First Owner,799,22.7,53.64,Chennai,9
Diesel,Hatchback,50000,Manual,VOLKSWAGEN,2014,450000,Third Party,5 Seats,First Owner,1199,22.07,73.9,Chennai,11
Petrol,Sedan,84505,Manual,HONDA,2015,420000,Comprehensive,5 Seats,Second Owner,1199,18.6,88.76,Chennai,10
Diesel,MUV,34000,Automatic,TOYOTA,2021,2790000,Comprehensive,7 Seats,First Owner,2393,12,148,Chennai,4
Petrol,Hatchback,22305,Manual,MARUTI,2020,550000,Comprehensive,5 Seats,First Owner,998,21.79,67.05,Chennai,5
Petrol,Hatchback,33573,Manual,RENAULT,2019,421000,Comprehensive,5 Seats,First Owner,999,23.01,67,Chennai,6
Petrol,Hatchback,33615,Manual,DATSUN,2019,303000,Third Party,5 Seats,First Owner,799,22.7,53.64,Chennai,6
Petrol,Hatchback,30000,Automatic,HONDA,2018,780000,Third Party,5 Seats,Second Owner,1199,18.2,88.7,Chennai,7
Petrol,Sedan,34935,Manual,TATA,2020,643000,Comprehensive,5 Seats,First Owner,1199,20.3,83.81,Chennai,5
Petrol,Hatchback,66511,Automatic,MARUTI,2018,474000,Comprehensive,5 Seats,Second Owner,998,23.1,67.04,Chennai,7
Petrol,Sedan,24000,Automatic,TOYOTA,2021,4200000,Comprehensive,5 Seats,First Owner,2494,19.16,157.7,Chennai,4
Petrol,Sedan,68979,Manual,MARUTI,2017,644000,Comprehensive,5 Seats,First Owner,1197,21.21,81.8,Chennai,8
Petrol,MUV,50000,Manual,MARUTI,2021,1200000,Third Party,7 Seats,First Owner,1462,19.01,103.26,Chennai,4
Petrol,Hatchback,45161,Automatic,MARUTI,2019,519000,Comprehensive,5 Seats,Second Owner,998,20.51,67,Chennai,6
Diesel,SUV,42917,Manual,FORD,2018,811000,Comprehensive,5 Seats,First Owner,1498,23,98.96,Chennai,7
Petrol,Hatchback,20000,Manual,MARUTI,2019,725000,Third Party,5 Seats,First Owner,1197,21.01,81.8,Chennai,6
Petrol,Hatchback,32000,Automatic,MARUTI,2018,725000,Comprehensive,5 Seats,First Owner,1197,19.56,81.8,Chennai,7
Diesel,Hatchback,40000,Manual,HYUNDAI,2019,750000,Third Party,5 Seats,First Owner,1396,22.54,88.76,Chennai,6
Petrol,Sedan,29911,Manual,HONDA,2020,950000,Comprehensive,5 Seats,First Owner,1497,17.4,117.6,Chennai,5
Petrol,Sedan,23000,Automatic,HYUNDAI,2018,925000,Comprehensive,5 Seats,First Owner,1591,17,121.3,Chennai,7
Diesel,Sedan,100000,Manual,TATA,2018,525000,Third Party,5 Seats,Second Owner,1248,22.95,74,Chennai,7
Diesel,MUV,42000,Manual,TOYOTA,2016,1875000,Comprehensive,7 Seats,First Owner,2393,13.68,147.8,Chennai,9
Diesel,Sedan,58000,Automatic,MERCEDES-BENZ,2016,2650000,Comprehensive,5 Seats,First Owner,2143,19.27,170,Chennai,9
Diesel,Hatchback,53764,Manual,MARUTI,2015,550000,Comprehensive,5 Seats,First Owner,1248,25.2,74,Chennai,10
Petrol,Hatchback,61455,Manual,HYUNDAI,2015,500000,Third Party,5 Seats,First Owner,1197,18.9,81.86,Chennai,10
Petrol,SUV,52732,Automatic,JEEP,2018,1209000,Zero Dep,5 Seats,Second Owner,1368,16,160,Chennai,7
Petrol,Hatchback,61159,Automatic,HONDA,2017,656000,Comprehensive,5 Seats,Second Owner,1199,19,88.7,Chennai,8
Petrol,Hatchback,90000,Manual,HYUNDAI,2010,295000,Third Party,5 Seats,Second Owner,1197,17,78.9,Chennai,15
Petrol,Sedan,95296,Manual,HONDA,2015,431000,Comprehensive,5 Seats,First Owner,1198,18,86.7,Chennai,10
Petrol,SUV,106506,Manual,HYUNDAI,2018,895000,Comprehensive,5 Seats,First Owner,1591,15.8,121.3,Chennai,7
Diesel,Sedan,70000,Automatic,BMW,2012,1500000,Third Party,5 Seats,Second Owner,1995,16.73,218,Chennai,13
Petrol,Hatchback,108551,Manual,HYUNDAI,2015,392000,Comprehensive,5 Seats,Second Owner,1197,18.9,82,Chennai,10
Diesel,Sedan,54186,Manual,HONDA,2014,470000,Comprehensive,5 Seats,First Owner,1498,25.8,98.6,Chennai,11
Petrol,Sedan,106848,Automatic,HONDA,2018,726000,Comprehensive,5 Seats,First Owner,1199,19,88.76,Chennai,7
Petrol,Sedan,38464,Automatic,VOLKSWAGEN,2020,1023000,Third Party,5 Seats,Second Owner,999,16.35,108.62,Chennai,5
Petrol,Hatchback,59841,Manual,MARUTI,2017,500000,Third Party,5 Seats,First Owner,1197,20.89,81.8,Chennai,8
Diesel,SUV,3000,Automatic,TOYOTA,2023,4550000,Comprehensive,7 Seats,First Owner,2982,12.77459344,201.15,Chennai,2
Petrol,SUV,19649,Automatic,HYUNDAI,2020,1590000,Third Party,5 Seats,First Owner,1497,18.87412734,113.18,Chennai,5
Diesel,Sedan,3300,Automatic,BMW,2021,5600000,Comprehensive,5 Seats,First Owner,1995,19.62,187.4,Chennai,4
Petrol,Sedan,60000,Manual,FORD,2003,140000,Third Party,5 Seats,Third Owner,1999,9,85.04369068,Chennai,22
Petrol,SUV,40000,Automatic,HYUNDAI,2021,1900000,Third Party,6 Seats,First Owner,1999,14.2,156.9,Chennai,4
Petrol,SUV,27000,Automatic,KIA,2020,1425000,Comprehensive,5 Seats,First Owner,1497,18.87412734,113.43,Chennai,5
Petrol,Hatchback,20950,Automatic,MARUTI,2018,410000,Comprehensive,5 Seats,First Owner,998,23.95,67.05,Chennai,7
Diesel,SUV,50000,Manual,JEEP,2018,1250000,Third Party,5 Seats,First Owner,1956,17.1,170,Chennai,7
Petrol,Hatchback,39000,Manual,TATA,2014,125000,Third Party,4 Seats,First Owner,624,25.4,37.5,Chennai,11
Petrol,SUV,55927,Manual,HYUNDAI,2017,903000,Comprehensive,5 Seats,First Owner,1591,15.29,121.3,Chennai,8
Petrol,Hatchback,35325,Manual,HYUNDAI,2014,488000,Comprehensive,5 Seats,Second Owner,1197,18.6,81.83,Chennai,11
Petrol,Hatchback,20000,Manual,MARUTI,2020,660000,Third Party,5 Seats,Second Owner,1197,21.01,81.8,Chennai,5
Petrol,Hatchback,41248,Manual,HYUNDAI,2017,604000,Third Party,5 Seats,First Owner,1197,18.6,81.83,Chennai,8
Petrol,Hatchback,70076,Manual,TATA,2016,417000,Third Party,5 Seats,First Owner,1199,23.84,84,Chennai,9
Petrol,SUV,128398,Manual,MAHINDRA,2016,405000,Comprehensive,5 Seats,First Owner,1197,16.82,108.62,Chennai,9
Petrol,Hatchback,20973,Automatic,MARUTI,2017,444000,Comprehensive,5 Seats,Third Owner,998,20.51,67,Chennai,8
Petrol,Hatchback,90000,Manual,MARUTI,2007,220000,Third Party,5 Seats,Second Owner,1298,16.1,88.2,Chennai,18
Petrol,Sedan,98807,Manual,HYUNDAI,2020,615000,Comprehensive,5 Seats,First Owner,1197,20.5,81.86,Chennai,5
Petrol,Sedan,102249,Manual,HONDA,2015,396000,Comprehensive,5 Seats,Second Owner,1198,18,86.7,Chennai,10
Petrol,Hatchback,18837,Automatic,HYUNDAI,2018,650000,Comprehensive,5 Seats,First Owner,1197,18.9,81.86,Chennai,7
Diesel,SUV,50000,Manual,JEEP,2018,1400000,Comprehensive,5 Seats,First Owner,1956,17.1,170,Chennai,7
Petrol,Hatchback,120000,Manual,HYUNDAI,2012,210000,Third Party,5 Seats,First Owner,814,21.1,55.2,Chennai,13
Diesel,MUV,19000,Automatic,TOYOTA,2021,2475000,Comprehensive,7 Seats,First Owner,2393,12,148,Chennai,4
Petrol,Hatchback,10000,Manual,MARUTI,2020,400000,Third Party,5 Seats,First Owner,796,22.05,47.33,Chennai,5
Petrol,Hatchback,128876,Automatic,MARUTI,2015,350000,Comprehensive,5 Seats,First Owner,998,21.63,67.05,Chennai,10
Petrol,Hatchback,37942,Manual,MARUTI,2016,430000,Third Party,5 Seats,First Owner,998,20.51,67.04,Chennai,9
Petrol,Hatchback,37300,Manual,HYUNDAI,2018,515000,Comprehensive,5 Seats,First Owner,1197,18.9,81.86,Chennai,7
Diesel,SUV,30000,Automatic,MERCEDES-BENZ,2017,3750000,Comprehensive,5 Seats,Second Owner,2143,17.9,170,Chennai,8
Petrol,Hatchback,60000,Manual,MARUTI,2002,120000,Third Party,5 Seats,First Owner,993,17.3,59.17,Chennai,23
Diesel,Hatchback,82784,Manual,HYUNDAI,2014,492000,Comprehensive,5 Seats,First Owner,1396,22.54,88.73,Chennai,11
Petrol,Sedan,63274,Manual,MARUTI,2021,731000,Third Party,5 Seats,First Owner,1197,22.41,88.5,Chennai,4
Petrol,Hatchback,87521,Automatic,MARUTI,2015,345000,Comprehensive,5 Seats,First Owner,998,23.95,67.05,Chennai,10
Petrol,Hatchback,77388,Manual,HYUNDAI,2017,523000,Third Party,5 Seats,Second Owner,1197,17.19,81.86,Chennai,8
Petrol,Hatchback,114772,Manual,MARUTI,2014,302000,Comprehensive,5 Seats,First Owner,998,20.51,67.04,Chennai,11
Diesel,MUV,40000,Manual,TOYOTA,2019,2300000,Third Party,7 Seats,First Owner,2393,13.68,147.8,Chennai,6
Petrol,MUV,62493,Manual,DATSUN,2019,500000,Third Party,7 Seats,Second Owner,1198,19.83,67,Chennai,6
Petrol,Sedan,20000,Manual,HONDA,2021,1350000,Third Party,5 Seats,First Owner,1498,18.6,119.35,Chennai,4
Petrol,Hatchback,59985,Manual,HYUNDAI,2019,472000,Comprehensive,5 Seats,First Owner,1086,20.3,68,Chennai,6
Petrol,Sedan,104073,Manual,MARUTI,2017,564000,Comprehensive,5 Seats,Second Owner,1373,20.73,91.1,Chennai,8
Diesel,Sedan,100000,Manual,HYUNDAI,2017,410000,Third Party,5 Seats,Second Owner,1186,25.4,73.97,Chennai,8
Diesel,Hatchback,120000,Manual,TATA,2017,470000,Third Party,5 Seats,First Owner,1047,27.28,69,Chennai,8
Petrol,Hatchback,53819,Automatic,MARUTI,2017,630000,Comprehensive,5 Seats,First Owner,1197,21.4,83.1,Chennai,8
Diesel,Hatchback,98914,Manual,FORD,2016,375000,Third Party,5 Seats,First Owner,1498,25.83,99,Chennai,9
Diesel,Sedan,110000,Manual,VOLKSWAGEN,2017,520000,Third Party,5 Seats,First Owner,1498,21.66,108.62,Chennai,8
Diesel,SUV,110000,Manual,MAHINDRA,2015,1000000,Third Party,7 Seats,Third Owner,2179,16,140,Chennai,10
Petrol,Sedan,4135,Manual,HONDA,2022,1597000,Third Party,5 Seats,First Owner,1497,17.4,117.6,Chennai,3
Petrol,Hatchback,35000,Automatic,HYUNDAI,2019,800000,Comprehensive,5 Seats,First Owner,1197,17.4,81.86,Chennai,6
Petrol,Hatchback,35983,Manual,HONDA,2017,575000,Third Party,5 Seats,First Owner,1199,18.7,88.7,Chennai,8
Diesel,SUV,45000,Manual,JEEP,2020,2050000,Comprehensive,5 Seats,First Owner,1956,16.3,170.63,Chennai,5
Diesel,SUV,91109,Manual,TATA,2019,1422000,Zero Dep,5 Seats,First Owner,1956,17,138.1,Chennai,6
Petrol,Sedan,23325,Manual,HYUNDAI,2018,562000,Zero Dep,5 Seats,First Owner,1197,20.14,81.86,Chennai,7
Petrol,Hatchback,51690,Automatic,HONDA,2018,690000,Comprehensive,5 Seats,First Owner,1199,18.2,88.7,Chennai,7
Petrol,Hatchback,69786,Manual,HYUNDAI,2017,573000,Comprehensive,5 Seats,Second Owner,1197,17.19,81.86,Chennai,8
Petrol,Sedan,53612,Automatic,TATA,2018,558000,Comprehensive,5 Seats,Second Owner,1199,20.3,83.81,Chennai,7
Petrol,Hatchback,41502,Manual,MARUTI,2018,580000,Comprehensive,5 Seats,First Owner,1197,21.21,81.8,Chennai,7
Petrol,SUV,43841,Manual,HONDA,2017,684000,Third Party,5 Seats,Second Owner,1199,17.5,88.7,Chennai,8
Petrol,Hatchback,110000,Manual,HYUNDAI,2010,290000,Third Party,5 Seats,Second Owner,1197,17,78.9,Chennai,15
Petrol,SUV,77380,Automatic,FORD,2018,762000,Comprehensive,5 Seats,First Owner,1497,14.8,121.36,Chennai,7
Petrol,Hatchback,69269,Manual,MARUTI,2018,663000,Third Party,5 Seats,First Owner,998,21.1,100.5,Chennai,7
Diesel,SUV,53060,Manual,MARUTI,2018,870000,Third Party,5 Seats,First Owner,1248,23.65,88.5,Chennai,7
Petrol,Sedan,70000,Manual,MITSUBISHI,2011,320000,Third Party,5 Seats,Second Owner,1999,13.17,114,Chennai,14
Petrol,Sedan,58071,Manual,HONDA,2017,750000,Comprehensive,5 Seats,First Owner,1497,17,116.37,Chennai,8
Petrol,Sedan,500,Automatic,BMW,2023,4750000,Comprehensive,5 Seats,First Owner,1998,14.82,189.08,Chennai,2
Diesel,SUV,40000,Manual,FORD,2021,950000,Third Party,5 Seats,First Owner,1498,21.7,98.96,Chennai,4
Petrol,MUV,20000,Automatic,MARUTI,2020,1025000,Third Party,7 Seats,Second Owner,1462,17.99,103.26,Chennai,5
Petrol,Sedan,68283,Manual,MARUTI,2008,245000,Third Party,5 Seats,Second Owner,1298,17.5,85.8,Chennai,17
Petrol,Sedan,73045,Manual,HONDA,2014,395000,Third Party,5 Seats,First Owner,1198,18,86.7,Chennai,11
Diesel,SUV,49000,Manual,HYUNDAI,2018,1080000,Comprehensive,5 Seats,First Owner,1396,22.1,88.7,Chennai,7
Diesel,MUV,150000,Manual,CHEVROLET,2009,200000,Third Party,10 Seats,First Owner,2499,12.2,80,Chennai,16
Petrol,Hatchback,47547,Manual,HYUNDAI,2016,608000,Third Party,5 Seats,Second Owner,1197,18.6,81.83,Chennai,9
Diesel,Hatchback,100844,Manual,HYUNDAI,2017,698000,Third Party,5 Seats,Second Owner,1396,21.19,88.73,Chennai,8
Diesel,Sedan,158945,Manual,HONDA,2013,335000,Third Party,5 Seats,First Owner,1498,24.7,98.63,Chennai,12
Diesel,Hatchback,111275,Manual,HYUNDAI,2014,502000,Third Party,5 Seats,First Owner,1396,22.54,88.73,Chennai,11
Petrol,SUV,71770,Automatic,HYUNDAI,2018,1027000,Comprehensive,5 Seats,Second Owner,1591,14.8,121.3,Chennai,7
Petrol,Sedan,40000,Manual,HYUNDAI,2019,900000,Third Party,5 Seats,First Owner,1591,17,121.3,Chennai,6
Petrol,SUV,55435,Manual,HONDA,2017,769000,Comprehensive,5 Seats,First Owner,1199,17.5,88.7,Chennai,8
Petrol,Sedan,51396,Automatic,MARUTI,2016,595000,Third Party,5 Seats,First Owner,1197,18.5,83.14,Chennai,9
Petrol,Hatchback,79063,Manual,MARUTI,2015,375000,Comprehensive,5 Seats,Second Owner,998,20.51,67.04,Chennai,10
Petrol,Sedan,89570,Manual,MARUTI,2015,585000,Comprehensive,5 Seats,First Owner,1373,20.73,91.1,Chennai,10
Petrol,Sedan,50000,Manual,HYUNDAI,2012,450000,Third Party,5 Seats,Second Owner,1591,17.01,121.3,Chennai,13
Diesel,SUV,30000,Manual,TATA,2022,2150000,Third Party,7 Seats,First Owner,1956,16.14,167.67,Chennai,3
Diesel,Sedan,100000,Automatic,BMW,2012,995000,Third Party,5 Seats,Second Owner,1995,18.88,184,Chennai,13
Petrol,Sedan,18477,Manual,HONDA,2021,1100000,Comprehensive,5 Seats,First Owner,1497,17,116.37,Chennai,4
Petrol,Hatchback,120000,Manual,VOLKSWAGEN,2014,350000,Third Party,5 Seats,Third Owner,1198,16.47,74,Chennai,11
Petrol,Sedan,77204,Automatic,MARUTI,2018,730000,Comprehensive,5 Seats,First Owner,1462,20.28,103.25,Chennai,7
